CustomerID,VehicleType,Model,km,StartingStation,DestinationStation,City,Review
118,Bike,nice365,73.24,Rosa Parks Station,Preston Street Station,Baltimore,5
118,Bike,peace145,47.73,Cobo Center,US Bank Stadium,Phoenix,0
118,Car,side812,87.56,Cary Station,VIA Metro Center,Dallas,3
119,Bicycle,drug756,11.01,Delmar Station,Pepsi Center/Elitch Gardens,Oakland,4
119,Bike,rate749,56.75,Woodlawn Station,Tower District,Atlanta,2
119,Car,single245,27.31,Third Ward Station,Quarry Market,Austin,0
119,Car,teach624,73.04,Green Valley Station,Broadway Station,Austin,5
120,Bicycle,every622,77.77,Target Field Station,Pikes Peak Station,Colorado Springs,5
120,Bike,main889,70.91,Victory Station,Civic Center Station,Los Angeles,4
120,Bike,nation734,7.41,Encanto/Central Ave,Ronstadt Transit Center,Boston,3
120,Car,recently892,91.73,Riverplace Station,Convention Center,Sacramento,1
120,Car,try871,94.41,Alma School Station,Central Station,Tampa,2
120,Car,various863,81.01,St. Rose of Lima Park,Gaslamp Quarter,St. Louis,5
121,Car,spend345,74.64,Florida Station,Eastside Terminal,Arlington,4
121,Car,standard800,80.21,Airport Station,Preston Street Station,Wichita,2
122,Bike,human582,73.16,Nicollet Mall Station,Sun Metro Terminal,Fort Worth,5
122,Bike,old687,40.32,Pioneer Square Station,Old Town Wichita,Milwaukee,4
122,Bike,onto719,31.81,Hemming Park,Ogilvie Transportation Center,Houston,0
122,Bike,peace145,1.32,King Street Station,Sacramento Valley Station,Houston,3
123,Bicycle,cell541,38.75,Five Points Station,Ronstadt Transit Center,Henderson,1
123,Bike,old687,12.18,University of Arizona,River Market,Irvine,2
123,Bike,particularly341,4.65,Court House Station,Crossroads Mall Station,Boston,0
123,Car,something123,9.47,University of Arizona,Bush Turnpike,Anaheim,2
124,Bike,himself386,50.61,Irvine Station,Bonneville Transit Center,Philadelphia,2
124,Bike,hot339,75.54,Encanto/Central Ave,Pioneer Courthouse Square,Memphis,3
124,Bike,operation269,42.07,Woodlawn Station,UK Campus Station,Pittsburgh,5
125,Bicycle,game882,10.29,Santa Clara Station,Brundage Station,Irvine,5
125,Bike,herself131,41.57,VIA Metro Center,Court House Station,Tampa,5
125,Bike,paper852,23.86,Hollywood/NE 42nd Ave,Union Station,Nashville,4
125,Car,response351,2.65,Museum District,Highland Station,Fresno,0
125,Car,that455,40.35,Intermodal Transportation Center,Hemming Park,Tampa,3
126,Bicycle,anyone997,52.16,Union Passenger Terminal,Rosa Parks Transit Center,Honolulu,2
126,Bicycle,defense776,94.3,Lakeline Station,Court House Station,Fort Worth,0
126,Bicycle,generation834,39.98,Okeechobee Station,Pioneer Square Station,Charlotte,2
126,Bike,medical150,56.71,Marion Transit Center,7th Street/Metro Center,Louisville,5
126,Bike,method877,43.25,Downtown Station,Admiral Boulevard,New York,2
126,Bike,population327,47.91,City College Station,Convention Center,Plano,0
126,Car,side812,15.95,Delmar Station,Pikes Peak Station,Dallas,5
126,Car,so711,64.41,Tamien Station,7th Street/Metro Center,Columbus,5
126,Car,someone179,76.01,St. Rose of Lima Park,Sycamore/Main Street,Henderson,3
126,Car,star370,68.31,Virginia Avenue Station,Fruitvale Station,Milwaukee,1
126,Car,teach624,63.39,Pikes Peak Station,Eagle River,Henderson,5
126,Car,under336,17.07,Durham Station,Culver Drive Station,Fresno,5
127,Bicycle,every622,26.53,Sacramento Valley Station,Lodi Station,San Diego,2
128,Bicycle,control593,21.07,Farragut North,Cary Station,Irvine,4
128,Bike,local516,3.05,Southside Transit Center,Green Valley Station,Lexington,3
128,Bike,method935,62.29,Aurora Metro Center,Santa Clara Station,Las Vegas,1
129,Bicycle,argue857,87.06,West End Station,King Street Station,Wichita,4
130,Bike,population327,65.81,Ballston Metro Station,Lakeline Station,Anchorage,2
130,Bike,provide514,6.2,Haymarket Station,Montebello/19th Ave,Tulsa,3
131,Bike,human582,26.91,Cincinnati Union Terminal,LaSalle Street,Miami,0
131,Bike,population327,65.32,Ogilvie Transportation Center,Haymarket Station,Plano,3
132,Bicycle,ball282,28.66,Anaheim Canyon,Ballston Metro Station,Jacksonville,3
132,Bicycle,drug756,97.88,13th Street Station,Millard Station,Austin,2
132,Bike,method877,31.56,Riverplace Station,Broadway Station,Honolulu,5
132,Car,recently892,80.33,7th Street/Metro Center,Downtown Plano,Minneapolis,5
132,Car,success670,9.09,Downtown Transit Center,Diridon Station,Omaha,3
133,Bicycle,air341,7.76,Green Valley Station,Tulane Avenue,St. Louis,0
133,Bicycle,boy521,34.02,Sacramento Valley Station,Friendly Center,Virginia Beach,2
133,Car,why108,99.21,Hamburg Pavilion,Irvine Station,Albuquerque,3
134,Bike,might296,10.76,Southside Transit Center,Johns Hopkins Hospital Station,Las Vegas,3
134,Car,receive117,22.31,Quarry Market,Fulton Street,Arlington,3
135,Bicycle,easy615,84.69,Delano Station,Tower City Station,Bakersfield,2
135,Bike,major616,43.26,Central Station,Charlotte Gateway Station,Cincinnati,3
135,Bike,message730,67.05,Rosa Parks Transit Center,Pioneer Square Station,Aurora,3
135,Car,rock127,38.59,Union Station,University of Arizona,Las Vegas,1
136,Bicycle,court705,82.18,Warehouse District,Penn Station,New York,5
136,Bike,property795,88.69,Southpoint Mall,North Side Station,Dallas,4
136,Car,teach269,45.27,Capitol Station,Delmar Station,Minneapolis,3
137,Bicycle,attack869,56.06,Ayers Station,Duke University,Cleveland,5
137,Bicycle,ball282,41.95,Crystal City Station,St. Charles Avenue,San Diego,2
137,Bike,lose268,80.7,Downtown Transit Center,Pepsi Center/Elitch Gardens,Memphis,5
137,Car,someone179,95.98,North Side Station,Citadel Mall,Fort Worth,5
137,Car,though502,97.92,West Oakland Station,Powell Street Station,Stockton,3
138,Bicycle,eight904,47.39,Riverfront Transit Center,South Station,Anaheim,0
138,Bike,rate749,53.35,Lindbergh Center,Whiting Street Station,Indianapolis,2
138,Car,sister161,3.11,Broadway Station,Lindbergh Center,San Antonio,2
138,Car,size977,96.48,Parker Road Station,Rosa Parks Transit Center,Lexington,5
138,Car,town838,46.41,Downtown Transit Center,Anchorage Depot,Orlando,2
138,Car,until703,19.05,VIA Metro Center,Government Center,Pittsburgh,2
139,Car,several464,86.7,South Main Street,UK Campus Station,Baltimore,3
140,Bicycle,argue857,83.92,Hamburg Pavilion,Embarcadero Station,Omaha,5
140,Bicycle,attack869,67.5,Westlake Station,Civic Center Station,St. Louis,5
140,Bike,group442,94.02,Glory Road Transit Center,LaSalle Street,Chicago,0
140,Bike,main531,10.7,Stockyards Station,Peachtree Center,Baltimore,3
140,Bike,off105,21.63,El Paso Streetcar,Superior Station,Honolulu,1
140,Car,still338,6.55,Friendly Center,West End Station,Wichita,1
141,Bicycle,bring400,69.2,Powell Street Station,Ballston Metro Station,Kansas City,5
141,Bicycle,drug756,28.31,Hemming Park,GTA Depot,Baltimore,1
141,Bicycle,economic767,36.38,Military Highway,Arlington Transit Station,Columbus,5
141,Bike,most211,38.77,Iliff Station,Hollywood/NE 42nd Ave,Fresno,0
142,Bicycle,both565,49.61,Market East Station,UNCG Station,Houston,1
142,Car,star370,39.4,French Camp Station,Ogilvie Transportation Center,New York,5
142,Car,than685,37.55,Southside Transit Center,New Center,Columbus,5
143,Bicycle,drug756,29.79,Country Club Station,Pepsi Center/Elitch Gardens,Durham,5
143,Bike,management684,17.53,Sahara Station,Benson Station,Mesa,0
143,Bike,meeting760,66.28,Downtown Wichita,Main Street Square,San Diego,1
143,Car,where592,9.95,Lake Merritt Station,Bush Turnpike,Albuquerque,1
144,Bicycle,election652,34.98,Santa Fe Depot,Citadel Mall,Cleveland,1
144,Car,treatment984,85.53,Green Valley Station,Irvine Station,Washington DC,5
145,Bike,hot339,85.54,Southpoint Mall,River Market,Greensboro,0
145,Car,sometimes970,93.82,Irvine Station,Meadow Woods,Pittsburgh,0
146,Bicycle,choose351,62.11,Crown Center,Airport Station,Portland,3
147,Bicycle,art789,63.85,King Street Station,Military Highway,El Paso,3
147,Bicycle,black461,88.45,Moore Square Station,Downtown Station,Houston,3
147,Bike,information808,93.5,Union Station,Downtown Transit Center,Irvine,0
147,Bike,old687,35.51,Alamo Station,Crystal City Station,Cleveland,2
147,Car,reveal311,87.76,Benson Station,West Oakland Station,Charlotte,3
147,Car,seat130,90.12,Friendly Center,Encanto/Central Ave,Milwaukee,5
148,Bike,mission216,30.77,Fountain Square Station,Alamo Station,Mesa,5
149,Bicycle,choose351,59.97,River Market,Court House Station,Baltimore,5
149,Bicycle,eat356,54.92,Sacramento Valley Station,Northland Transit Center,Aurora,1
149,Car,single245,31.47,North Station,LaSalle Street,Pittsburgh,5
149,Car,until703,56.12,Jeffrey Road Station,Powell Street Station,Corpus Christi,5
149,Car,writer502,18.51,Guthrie Green Station,Moore Square Station,Fort Worth,5
150,Bicycle,daughter253,55.62,Fayette Mall Station,Midtown Station,Tucson,0
150,Bike,probably374,1.99,Alton Parkway,Florida Station,San Francisco,2
151,Bike,particularly341,94.96,Rosemont Station,Brickell Station,San Francisco,5
151,Car,state345,67.1,Riverfront Transit Center,Downtown Transit Center,Oakland,4
152,Bicycle,anyone997,16.03,Tower District,Preston Street Station,Las Vegas,3
152,Bicycle,board485,57.63,Michigan Avenue Station,Auraria West,Denver,4
152,Car,receive117,42.05,Bush Turnpike,Back Bay Station,Tampa,0
152,Car,teach269,14.1,Cobo Center,Downtown Station,Atlanta,3
153,Bicycle,economic767,12.18,Military Highway,Union Station,Arlington,3
153,Car,visit419,58.18,Alkali Flat/La Valentina,Santa Fe Depot,Philadelphia,0
154,Car,something123,36.89,Riverplace Station,Disneyland Resort,New Orleans,2
154,Car,theory659,26.51,Columbus Commons,West Oakland Station,Henderson,0
155,Car,where592,24.82,Main Street Square,Tulane Avenue,Austin,5
156,Bicycle,continue143,69.98,Civic Center Station,Third Ward Station,Dallas,5
156,Bicycle,doctor366,42.74,Tower District,Downtown Wichita,Baltimore,2
156,Bike,medical150,19.29,Newtown Road,Anaheim Canyon,Boston,3
156,Bike,rate749,38.12,Intermodal Transportation Center,Sunport Station,Arlington,0
157,Bicycle,black461,22.89,Linden Station,Florida Station,Louisville,2
157,Bike,off105,79.04,City Market,Glory Road Transit Center,Fort Worth,5
157,Car,small592,80.84,River Market,Westlake Station,Houston,2
157,Car,war143,62.06,North Station,Downtown Station,Columbus,1
158,Bicycle,by498,98.6,Eagle River,Alma School Station,Louisville,1
158,Bike,operation269,95.53,Steel Plaza Station,Preston Street Station,Minneapolis,0
158,Car,single245,81.13,Santa Clara Station,City Hall Station,Pittsburgh,3
159,Bicycle,eight904,11.29,Downtown Station,Fulton Street,Fort Worth,2
159,Car,side812,88.87,Santa Clara Station,Tulane Avenue,Dallas,5
159,Car,thing952,83.86,Embarcadero Station,Downtown Transit Center,Minneapolis,3
160,Bicycle,charge978,66.45,Amtrak Station,Old Town Transit Center,Seattle,4
160,Bicycle,eat356,3.12,Tulane Avenue,Downtown Wichita,Henderson,5
160,Bike,inside924,82.81,Lakeline Station,Alvarado Transportation Center,Austin,3
160,Car,thank397,35.65,Charlotte Gateway Station,30th Street Station,Minneapolis,3
162,Bicycle,court705,5.58,Riverfront Station,Sun Metro Terminal,Phoenix,4
162,Bicycle,decade755,56.99,Highland Station,Southside Transit Center,Oakland,2
162,Bike,industry808,69.97,University Street Station,Farragut North,Jacksonville,1
163,Bike,industry317,10.24,Sacramento Valley Station,Pearlridge Station,Plano,0
163,Car,where592,3.59,Dimond Center,West 25th Street,Washington DC,4
164,Bike,inside924,27.64,Cathedral Square,Water Street,Philadelphia,5
164,Car,size977,6.18,Brickell Station,Staples Street Station,Kansas City,1
164,Car,size977,18.64,7th Street/Metro Center,Union Station,New York,5
165,Bicycle,across985,85.3,Montgomery Street Station,Downtown Station,Louisville,4
165,Car,until703,20.2,Sacramento Valley Station,UNCG Station,Sacramento,1
166,Bike,main531,98.95,VIA Metro Center,US Bank Stadium,Charlotte,5
166,Bike,method935,15.7,Four Seasons Town Centre,Delano Station,Portland,0
166,Bike,nation734,83.92,Southside Transit Center,Millennium Station,Las Vegas,5
166,Bike,probably374,35.27,Tamien Station,University of Arizona,Raleigh,2
166,Car,reveal311,14.98,Milwaukee Intermodal Station,Amtrak Station,Houston,1
167,Bike,morning188,29.06,UNCG Station,Meadow Woods,Phoenix,0
168,Bicycle,easy651,27.95,Suburban Station,Mountain Metro Station,Atlanta,0
168,Bicycle,economic767,90.25,Jeffrey Road Station,Country Club Station,Tampa,3
168,Bike,material103,34.3,University Street Station,Pioneer Square Station,Tucson,0
168,Bike,medical150,67.23,Suburban Station,Westlake Station,Houston,4
168,Car,response351,41.35,Glory Road Transit Center,Warehouse District,Austin,5
168,Car,size977,53.87,Bonneville Transit Center,Irvine Station,Stockton,5
168,Car,state345,49.84,Glory Road Transit Center,Stockyards Station,Tampa,1
169,Bike,industry808,71.49,Highland Station,River Market,Miami,1
169,Bike,open947,62.26,French Camp Station,Arena District Station,Aurora,0
169,Bike,rate749,64.36,Highland Avenue,Downtown Transit Center,Irvine,0
169,Car,success670,81.34,Peachtree Center,Johns Hopkins Hospital Station,San Jose,1
169,Car,such610,53.93,Bush Turnpike,Old Town Wichita,Corpus Christi,2
169,Car,world750,62.69,Metro Center,Downtown Station,Austin,0
170,Bicycle,east242,1.05,West 25th Street,Nicollet Mall Station,Minneapolis,1
170,Bike,medical150,99.25,Denver Avenue Station,Eagle River,Albuquerque,1
170,Bike,old687,50.93,Montano Station,Dobson Station,Tampa,3
170,Car,several464,16.82,Bonneville Transit Center,Airport Station,Detroit,4
171,Bike,onto719,18.8,Downtown Station,Lexington Market,Phoenix,5
171,Car,single245,46.61,Northland Transit Center,7th Street/Metro Center,Charlotte,1
171,Car,success670,85.55,Evans Station,Culver Drive Station,Cleveland,0
172,Bike,human582,9.65,Benson Station,Gallery Place,San Antonio,5
172,Car,theory659,58.29,French Camp Station,Downtown Transit Center,Albuquerque,4
173,Bicycle,build432,86.85,Downtown Anaheim,Lindbergh Center,Baltimore,4
173,Bike,laugh199,88.62,Downtown Station,Crossroads Mall Station,Tucson,4
174,Bicycle,easy651,44.23,Fulton Street,Rosa Parks Transit Center,Charlotte,4
176,Bicycle,environment918,1.02,Milwaukee Intermodal Station,Government Center,Detroit,1
176,Car,several464,12.29,Aurora Metro Center,Iliff Station,Kansas City,3
176,Car,try871,76.71,Tulane Avenue,Admiral Boulevard,Tulsa,4
177,Bike,inside924,23.04,Ogilvie Transportation Center,City Market,Seattle,1
177,Bike,management684,4.51,Nine Mile Station,Millennium Station,Mesa,5
177,Bike,operation269,26.18,Southpoint Mall,Michigan Avenue Station,Cleveland,2
178,Bicycle,boy521,6.53,Charles Center Station,Duke University,Philadelphia,4
178,Bike,method877,31.62,Michigan Avenue Station,Diridon Station,Nashville,4
178,Bike,nothing156,2.21,Tower District,Lexington Market,Durham,4
178,Bike,peace145,88.32,Riverfront Transit Center,Alkali Flat/La Valentina,Seattle,4
179,Bike,middle530,64.39,Nicollet Mall Station,Civic Center,Portland,1
179,Car,Republican575,43.48,Riverfront Transit Center,Union Station,Anaheim,3
180,Car,seat130,77.29,Fayette Mall Station,Cathedral Square,San Francisco,3
180,Car,visit155,31.35,Warehouse District,Water Street,Charlotte,1
181,Bicycle,continue143,78.6,Music City Central,Downtown Station,San Jose,5
181,Bike,probably374,82.74,Mountain Metro Station,Tulane Avenue,Houston,1
181,Car,Republican575,17.05,Union Passenger Terminal,Durham Station,St. Louis,5
182,Bike,main889,6.65,Government Center,LaSalle Street,Lexington,0
182,Car,standard800,5.61,Westlake Station,7th Street/Metro Center,Anaheim,2
183,Bike,morning188,88.74,Charles Center Station,Alston Avenue,Kansas City,3
183,Bike,onto719,17.48,Montebello/19th Ave,Okeechobee Station,Anaheim,0
183,Bike,piece542,6.91,Amtrak Station,12th Street Station,Fresno,4
183,Car,throw562,12.92,South Strip Transfer Terminal,UK Campus Station,Tulsa,3
184,Bicycle,bring400,85.39,Culver Drive Station,Downtown Station,Philadelphia,1
184,Car,single245,75.67,City Hall Station,Eastside Terminal,Tampa,2
185,Bicycle,affect205,14.6,Scaleybark Station,Millard Station,Atlanta,2
185,Bicycle,air341,96.3,Michigan Avenue Station,University Street Station,San Antonio,3
185,Bicycle,court168,41.48,East/West Boulevard,Newtown Road,San Diego,1
185,Bike,industry317,33.39,Bonneville Transit Center,Amtrak Station,Detroit,2
186,Bike,important278,53.57,Downtown Station,Downtown Station,Indianapolis,1
186,Bike,important278,48,Airport Station,Target Field Station,Tucson,5
186,Car,until491,34.02,City Hall Station,Bell Station,Wichita,4
187,Bicycle,bit862,13.65,Convention Center,Rosa Parks Transit Center,Tampa,3
187,Bicycle,cell541,22.49,Pioneer Courthouse Square,Southpoint Mall,Anaheim,0
187,Bike,hot339,58.71,Jeffrey Road Station,Tamien Station,San Jose,1
187,Bike,lose268,66.36,City College Station,Carondelet Street Station,Austin,0
187,Bike,particularly341,79.19,Embarcadero Station,Citadel Mall,Milwaukee,5
187,Car,style264,68.13,Alston Avenue,Peachtree Center,Phoenix,2
188,Bicycle,bring400,37.53,City Market,Sun Metro Terminal,Orlando,3
188,Bike,land825,90.88,Arena District Station,Steel Plaza Station,San Jose,5
188,Bike,lose268,16.62,Dimond Center,Aurora Metro Center,Oakland,2
188,Car,series705,37.46,Horizon Ridge,Sycamore/Main Street,Plano,0
188,Car,several464,64.7,Cary Station,Penn Station,Chicago,1
188,Car,yard386,68.08,Peachtree Center,Newtown Road,Anaheim,3
190,Bicycle,eight904,24.62,Victory Station,12th Street Station,Chicago,3
190,Car,tonight642,77.5,Downtown Station,East/West Boulevard,Miami,0
191,Bike,important278,40.52,Cary Station,Fulton Street,Philadelphia,2
191,Bike,medical150,71,Capitol Station,Old Town Wichita,Orlando,4
191,Bike,method935,4.03,Sunset Road,West Oakland Station,Fresno,4
191,Bike,property795,52.34,Auraria West,Airport Station,Tampa,5
191,Car,specific544,83.7,Johns Hopkins Hospital Station,King Street Station,Fresno,4
